AA制	ei˥ ei˥ ʦɐi˧
光復	kʷɔːŋ˥ fʊk̚˨
光怪陆离	kʷɔːŋ˥ kʷaːi˧ lʊk̚˨ lei˨˩
光怪陸離	kʷɔːŋ˥ kʷaːi˧ lʊk̚˨ lei˨˩
光捃	kʷɔːŋ˥ kʷɐn˧
光掁掁	kʷɔːŋ˥ ʦʰaːŋ˨˩ ʦʰaːŋ˨˩
光明	kʷɔːŋ˥ mɪŋ˨˩
光明正大	kʷɔːŋ˥ mɪŋ˨˩ ʦɪŋ˧ taːi˨
光明磊落	kʷɔːŋ˥ mɪŋ˨˩ lɵy˩˧ lɔːk̚˨
光晕	kʷɔːŋ˥ wɐn˨
光暈	kʷɔːŋ˥ wɐn˨
光束	kʷɔːŋ˥ ʦʰʊk̚˥
光枨枨	kʷɔːŋ˥ tsʰaːŋ˨˩ tsʰaːŋ˨˩
光棍	kʷɔːŋ˥ kʷɐn˧
光棖棖	kʷɔːŋ˥ tsʰaːŋ˨˩ tsʰaːŋ˨˩
光榮	kʷɔːŋ˥ wɪŋ˨˩
光波	kʷɔːŋ˥ pɔː˥
光泽	kʷɔːŋ˥ ʦaːk̚˨
光源	kʷɔːŋ˥ jyːn˨˩
光溜	kʷɔːŋ˥ lɐu˨
光溜溜	kʷɔːŋ˥ lɐu˨ lɐu˨
光滑	kʷɔːŋ˥ waːt̚˨
光澤	kʷɔːŋ˥ tsaːk̚˨
光照	kʷɔːŋ˥ ʦiːu˧
光物理	kʷɔːŋ˥ mɐt̚˨ lei˩˧
光猛	kʷɔːŋ˥ maːŋ˩˧
光环	kʷɔːŋ˥ waːn˨˩
光環	kʷɔːŋ˥ waːn˨˩
光电	kʷɔːŋ˥ tiːn˨
光电效应	kʷɔːŋ˥ tiːn˨ haːu˨ jɪŋ˧
光瞠瞠	kʷɔːŋ˥ ʦʰaːŋ˨˩ ʦʰaːŋ˨˩
光碟	kʷɔːŋ˥ tiːp̚˨
光禿禿	kʷɔːŋ˥ tʰʊk̚˥ tʰʊk̚˥
光秃秃	kʷɔːŋ˥ tʰʊk̚˥ tʰʊk̚˥
光笔	kʷɔːŋ˥ pɐt̚˥
光筆	kʷɔːŋ˥ pɐt̚˥
光管	kʷɔːŋ˥ kuːn˧˥
光線	kʷɔːŋ˥ siːn˧
光纖	kʷɔːŋ˥ tsʰiːm˥
光纜	kʷɔːŋ˥ laːm˨
光纤	kʷɔːŋ˥ ʦʰiːm˥
光线	kʷɔːŋ˥ siːn˧
光缆	kʷɔːŋ˥ laːm˨
光耀	kʷɔːŋ˥ iːu˨
光脫脫	kʷɔːŋ˥ tʰyːt̚˥ tʰyːt̚˥
光脱脱	kʷɔːŋ˥ tʰyːt̚˥ tʰyːt̚˥
光芒	kʷɔːŋ˥ mɔːŋ˨˩
光荣	kʷɔːŋ˥ wɪŋ˨˩
光華	kʷɔːŋ˥ waː˨˩
光譜	kʷɔːŋ˥ pʰou˧˥
光譜儀	kʷɔːŋ˥ pʰou˧˥ jiː˨˩
光譜分析	kʷɔːŋ˥ pʰou˧˥ fɐn˥ sɪk̚˥
光譜線	kʷɔːŋ˥ pʰou˧˥ siːn˧
光谱	kʷɔːŋ˥ pʰou˧˥
光谱仪	kʷɔːŋ˥ pʰou˧˥ iː˨˩
光谱分析	kʷɔːŋ˥ pʰou˧˥ fɐn˥ sɪk̚˥
光谱线	kʷɔːŋ˥ pʰou˧˥ siːn˧
光輝	kʷɔːŋ˥ fɐi˥
光辉	kʷɔːŋ˥ fɐi˥
光速	kʷɔːŋ˥ ʦʰʊk̚˥
光阴	kʷɔːŋ˥ jɐm˥
光阴似箭	kʷɔːŋ˥ jɐm˥ ʦʰiː˩˧ ʦiːn˧
光阴荏苒	kʷɔːŋ˥ jɐm˥ jɐm˩˧ iːm˩˧
光陰	kʷɔːŋ˥ jɐm˥
光陰似箭	kʷɔːŋ˥ jɐm˥ tsʰiː˩˧ tsiːn˧
光陰荏苒	kʷɔːŋ˥ jɐm˥ jɐm˩˧ jiːm˩˧
光電	kʷɔːŋ˥ tiːn˨
光電效應	kʷɔːŋ˥ tiːn˨ haːu˨ jɪŋ˧
光頭	kʷɔːŋ˥ tʰɐu˨˩
光頭佬	kʷɔːŋ˥ tʰɐu˨˩ lou˧˥
光顧	kʷɔːŋ˥ kuː˧
光顾	kʷɔːŋ˥ kuː˧
光𧥺	kʷɔːŋ˥ kʷɐn˧
光𧬪	kʷɔːŋ˥ kʷɐn˧
克	haːk̚˥
克制	hɐk̚˥ ʦɐi˧
克勤克俭	hɐk̚˥ kʰɐn˨˩ hɐk̚˥ kiːm˨
克勤克儉	hɐk̚˥ kʰɐn˨˩ hɐk̚˥ kiːm˨
克己	hɐk̚˥ kei˧˥
克己奉公	hɐk̚˥ kei˧˥ fʊŋ˨ kʊŋ˥
克戟	haːk̚˥ kʰɪk̚˥
克敌	hɐk̚˥ tɪk̚˨
克敌制胜	hɐk̚˥ tɪk̚˨ ʦɐi˧ sɪŋ˧
克敵	hɐk̚˥ tɪk̚˨
克敵制勝	hɐk̚˥ tɪk̚˨ tsɐi˧ sɪŋ˧
克星	hɐk̚˥ sɪŋ˥
克服	hɐk̚˥ fʊk̚˨
克𠽤	haːk̚˥ kɪk̚˥
兌付	tɵy˨ fuː˨
兌換	tɵy˨ wuːn˨
兌現	tɵy˨ jiːn˨
免	mɐn˨
免不了	miːn˩˧ pɐt̚˥ liːu˩˧
免于	miːn˩˧ jyː˥
免刑	miːn˩˧ jɪŋ˨˩
免去	miːn˩˧ hɵy˧
免役	miːn˩˧ jɪk̚˨
免得	miːn˩˧ tɐk̚˥
免战牌	miːn˩˧ ʦiːn˧ pʰaːi˨˩
免戰牌	miːn˩˧ tsiːn˧ pʰaːi˨˩
免於	miːn˩˧ jyː˥
免死状	miːn˩˧ sei˧˥ ʦɔːŋ˨
免死狀	miːn˩˧ sei˧˥ tsɔːŋ˨
免洗	miːn˩˧ sɐi˧˥
免疫	miːn˩˧ jɪk̚˨
免疫力	miːn˩˧ jɪk̚˨ lɪk̚˨
免疫学	miːn˩˧ jɪk̚˨ hɔːk̚˨
免疫學	miːn˩˧ jɪk̚˨ hɔːk̚˨
免疫性	miːn˩˧ jɪk̚˨ sɪŋ˧
免疫系統	miːn˩˧ jɪk̚˨ hɐi˨ tʰʊŋ˧˥
免疫系统	miːn˩˧ jɪk̚˨ hɐi˨ tʰʊŋ˧˥
免礼	miːn˩˧ lɐi˩˧
免票	miːn˩˧ pʰiːu˧
免票入场	miːn˩˧ pʰiːu˧ jɐp̚˨ ʦʰœːŋ˨˩
免票入場	miːn˩˧ pʰiːu˧ jɐp̚˨ tsʰœːŋ˨˩
免禮	miːn˩˧ lɐi˩˧
免稅	miːn˩˧ sɵy˧
免稅品	miːn˩˧ sɵy˧ pɐn˧˥
免稅商店	miːn˩˧ sɵy˧ sœːŋ˥ tiːm˧
免税	miːn˩˧ sɵy˧
免税品	miːn˩˧ sɵy˧ pɐn˧˥
免税商店	miːn˩˧ sɵy˧ sœːŋ˥ tiːm˧
免罚	miːn˩˧ fɐt̚˨
免罪	miːn˩˧ ʦɵy˨
免罰	miːn˩˧ fɐt̚˨
免职	miːn˩˧ ʦɪk̚˥
免職	miːn˩˧ tsɪk̚˥
免至	miːn˩˧ ʦiː˧
免試	miːn˩˧ siː˧
免试	miːn˩˧ siː˧
免費	miːn˩˧ fɐi˧
免费	miːn˩˧ fɐi˧
免除	miːn˩˧ ʦʰɵy˨˩
兎	tʰou˧
兑	tɵy˧
兑付	tɵy˨ fuː˨
兑换	tɵy˨ uːn˨
兑现	tɵy˨ iːn˨
兒化	jiː˨˩ faː˧
兒化韻	jiː˨˩ faː˧ wɐn˨
兒嬉	jiː˨˩ hei˥
兒孫	jiː˨˩ syːn˥
兒孫滿堂	jiː˨˩ syːn˥ muːn˩˧ tʰɔːŋ˨˩
兒孫自有兒孫福	jiː˨˩ syːn˥ tsiː˨ jɐu˩˧ jiː˨˩ syːn˥ fʊk̚˥
兒戲	jiː˨˩ hei˧
兒歌	jiː˨˩ kɔː˥
兒科	jiː˨˩ fɔː˥
兒科醫生	jiː˨˩ fɔː˥ jiː˥ sɐŋ˥
兒童	jiː˨˩ tʰʊŋ˨˩
兒童心理學	jiː˨˩ tʰʊŋ˨˩ sɐm˥ lei˩˧ hɔːk̚˨
兒童教育	jiː˨˩ tʰʊŋ˨˩ kaːu˧ jʊk̚˨
兒童文學	jiː˨˩ tʰʊŋ˨˩ mɐn˨˩ hɔːk̚˨
兔	tʰou˧
兔唇	tʰou˧ sɵn˨˩
兔年	tʰou˧ niːn˨˩
兔死狐悲	tʰou˧ sei˧˥ uː˨˩ pei˥
兔死狗烹	tʰou˧ sei˧˥ kɐu˧˥ pʰaːŋ˥
兔毛	tʰou˧ mou˨˩
兔肉	tʰou˧ jʊk̚˨
兔脣	tʰou˧ sɵn˨˩
兕	ʦiː˨
兖	iːn˩˧
兗	jiːn˩˧
党	tɔːŋ˧˥
党委	tɔːŋ˧˥ wɐi˧˥
党政	tɔːŋ˧˥ ʦɪŋ˧
党派	tɔːŋ˧˥ pʰaːi˧
党纪	tɔːŋ˧˥ kei˧˥
兜	tɐu˥
兜嚟兜去	tɐu˥ lei˨˩ tɐu˥ hɵy˧
兜圈	tɐu˥ hyːn˥
兜弯	tɐu˥ waːn˥
兜彎	tɐu˥ waːn˥
兜路	tɐu˥ lou˨
兜路行	tɐu˥ lou˨ haːŋ˨˩
兜踎	tɐu˥ mɐu˥
兜轉頭	tɐu˥ tsyːn˧˥ tʰɐu˨˩
兜转头	tɐu˥ ʦyːn˧˥ tʰɐu˨˩
兜过	tɐu˥ kʷɔː˧
兜過	tɐu˥ kʷɔː˧
兜風耳	tɐu˥ fʊŋ˥ jiː˩˧
兜风耳	tɐu˥ fʊŋ˥ iː˩˧
兟	sɐn˥
兢	kɪŋ˥
兢兢业业	kɪŋ˥ kɪŋ˥ iːp̚˨ iːp̚˨
兢兢業業	kɪŋ˥ kɪŋ˥ jiːp̚˨ jiːp̚˨
入	jɐp̚˨
入不敷出	jɐp̚˨ pɐt̚˥ fuː˥ ʦʰɵt̚˥
入乡随俗	jɐp̚˨ hœːŋ˥ ʦʰɵy˨˩ ʦʊk̚˨
入伍	jɐp̚˨ ŋ˩˧
入伙	jɐp̚˨ fɔː˧˥
入侵	jɐp̚˨ ʦʰɐm˥
入便	jɐp̚˨ piːn˨
入党	jɐp̚˨ tɔːŋ˧˥
入到去	jɐp̚˨ tou˧˥ hɵy˧
入厂	jɐp̚˨ ʦʰɔːŋ˧˥
入厂大修	jɐp̚˨ ʦʰɔːŋ˧˥ taːi˨ sɐu˥
入去	jɐp̚˨ hɵy˧
入口	jɐp̚˨ hɐu˧˥
入口即化	jɐp̚˨ hɐu˧˥ ʦɪk̚˥ faː˧
入嚟	jɐp̚˨ lei˨˩
入嚟啦	jɐp̚˨ lei˨˩ laː˥
入嚟坐	jɐp̚˨ lei˨˩ ʦʰɔː˩˧
入围	jɐp̚˨ wɐi˨˩
入圍	jɐp̚˨ wɐi˨˩
入土为安	jɐp̚˨ tʰou˧˥ wɐi˨˩ ɔːn˥
入场	jɐp̚˨ ʦʰœːŋ˨˩
入場	jɐp̚˨ tsʰœːŋ˨˩
入境	jɐp̚˨ kɪŋ˧˥
入境問俗	jɐp̚˨ kɪŋ˧˥ mɐn˨ tsʊk̚˨
入境手續	jɐp̚˨ kɪŋ˧˥ sɐu˧˥ tsʊk̚˨
入境手续	jɐp̚˨ kɪŋ˧˥ sɐu˧˥ ʦʊk̚˨
入境签证	jɐp̚˨ kɪŋ˧˥ ʦʰiːm˥ ʦɪŋ˧
入境簽證	jɐp̚˨ kɪŋ˧˥ tsʰiːm˥ tsɪŋ˧
入境證	jɐp̚˨ kɪŋ˧˥ tsɪŋ˧
入境证	jɐp̚˨ kɪŋ˧˥ ʦɪŋ˧
入境问俗	jɐp̚˨ kɪŋ˧˥ mɐn˨ ʦʊk̚˨
入境随俗	jɐp̚˨ kɪŋ˧˥ ʦʰɵy˨˩ ʦʊk̚˨
入境隨俗	jɐp̚˨ kɪŋ˧˥ tsʰɵy˨˩ tsʊk̚˨
入墙柜	jɐp̚˨ ʦʰœːŋ˨˩ kʷɐi˨
入声	jɐp̚˨ sɪŋ˥
入大学	jɐp̚˨ taːi˨ hɔːk̚˨
入大学读书	jɐp̚˨ taːi˨ hɔːk̚˨ tʊk̚˨ syː˥
入大學	jɐp̚˨ taːi˨ hɔːk̚˨
入大學讀書	jɐp̚˨ taːi˨ hɔːk̚˨ tʊk̚˨ syː˥
入廠	jɐp̚˨ tsʰɔːŋ˧˥
入廠大修	jɐp̚˨ tsʰɔːŋ˧˥ taːi˨ sɐu˥
入息	jɐp̚˨ sɪk̚˥
入息好奀	jɐp̚˨ sɪk̚˥ hou˧˥ ŋɐn˥
入房坐	jɐp̚˨ fɔːŋ˧˥ tsʰɔː˩˧
入数	jɐp̚˨ sou˧
入數	jɐp̚˨ sou˧
入樽	jɐp̚˨ ʦɵn˥
入殓	jɐp̚˨ liːm˩˧
入殮	jɐp̚˨ liːm˩˧
入牆櫃	jɐp̚˨ tsʰœːŋ˨˩ kʷɐi˨
入狱	jɐp̚˨ jʊk̚˨
入獄	jɐp̚˨ jʊk̚˨
入秋	jɐp̚˨ ʦʰɐu˥
入籍	jɐp̚˨ ʦɪk̚˨
入聲	jɐp̚˨ sɪŋ˥
入蛰	jɐp̚˨ ʦɐt̚˨
入蟄	jɐp̚˨ tsɐt̚˨
入行	jɐp̚˨ hɔːŋ˨˩
入貨	jɐp̚˨ fɔː˧
入货	jɐp̚˨ fɔː˧
入选	jɐp̚˨ syːn˧˥
入選	jɐp̚˨ syːn˧˥
入鄉隨俗	jɐp̚˨ hœːŋ˥ tsʰɵy˨˩ tsʊk̚˨
入錢	jɐp̚˨ tsʰiːn˧˥
入錯行	jɐp̚˨ tsʰɔː˧ hɔːŋ˨˩
入钱	jɐp̚˨ ʦʰiːn˧˥
入错行	jɐp̚˨ ʦʰɔː˧ hɔːŋ˨˩
入門	jɐp̚˨ muːn˨˩
入閘口	jɐp̚˨ tsaːp̚˨ hɐu˧˥
入闈	jɐp̚˨ wɐi˨˩
入门	jɐp̚˨ muːn˨˩
入闱	jɐp̚˨ wɐi˨˩
入闸口	jɐp̚˨ ʦaːp̚˨ hɐu˧˥
入院	jɐp̚˨ jyːn˨
入面	jɐp̚˨ miːn˨
入魔	jɐp̚˨ mɔː˥
入黨	jɐp̚˨ tɔːŋ˧˥
兦	mɔːŋ˨˩
全	ʦʰyːn˨˩
全世界	ʦʰyːn˨˩ sɐi˧ kaːi˧
全体大哗	ʦʰyːn˨˩ tʰɐi˧˥ taːi˨ waː˥
全体师生	ʦʰyːn˨˩ tʰɐi˧˥ siː˥ sɐŋ˥
全军覆没	ʦʰyːn˨˩ kʷɐn˥ fʊk̚˥ muːt̚˨
全副	ʦʰyːn˨˩ fuː˧
全副武装	ʦʰyːn˨˩ fuː˧ mou˩˧ ʦɔːŋ˥
全副武裝	tsʰyːn˨˩ fuː˧ mou˩˧ tsɔːŋ˥
全力	ʦʰyːn˨˩ lɪk̚˨
全力以赴	ʦʰyːn˨˩ lɪk̚˨ iː˩˧ fuː˨
全力支持	ʦʰyːn˨˩ lɪk̚˨ ʦiː˥ ʦʰiː˨˩
全勝	tsʰyːn˨˩ sɪŋ˧
全名	ʦʰyːn˨˩ mɪŋ˨˩
全国	ʦʰyːn˨˩ kʷɔːk̚˧
全国人民	ʦʰyːn˨˩ kʷɔːk̚˧ jɐn˨˩ mɐn˨˩
全国各地	ʦʰyːn˨˩ kʷɔːk̚˧ kɔːk̚˧ tei˨
全國	tsʰyːn˨˩ kʷɔːk̚˧
全國人民	tsʰyːn˨˩ kʷɔːk̚˧ jɐn˨˩ mɐn˨˩
全國各地	tsʰyːn˨˩ kʷɔːk̚˧ kɔːk̚˧ tei˨
全场	ʦʰyːn˨˩ ʦʰœːŋ˨˩
全场爆满	ʦʰyːn˨˩ ʦʰœːŋ˨˩ paːu˧ muːn˩˧
全垒打	ʦʰyːn˨˩ lɵy˩˧ taː˧˥
全城	ʦʰyːn˨˩ sɪŋ˨˩
全域	ʦʰyːn˨˩ wɪk̚˨
全場	tsʰyːn˨˩ tsʰœːŋ˨˩
全場爆滿	tsʰyːn˨˩ tsʰœːŋ˨˩ paːu˧ muːn˩˧
全壘打	tsʰyːn˨˩ lɵy˩˧ taː˧˥
全套	ʦʰyːn˨˩ tʰou˧
全家	ʦʰyːn˨˩ kaː˥
全家福	ʦʰyːn˨˩ kaː˥ fʊk̚˥
全年	ʦʰyːn˨˩ niːn˨˩
全开	ʦʰyːn˨˩ hɔːi˥
全心	ʦʰyːn˨˩ sɐm˥
全心全意	ʦʰyːn˨˩ sɐm˥ ʦʰyːn˨˩ iː˧
全心投入	ʦʰyːn˨˩ sɐm˥ tʰɐu˨˩ jɐp̚˨
全息	ʦʰyːn˨˩ sɪk̚˥
全文	ʦʰyːn˨˩ mɐn˨˩
全新	ʦʰyːn˨˩ sɐn˥
全日	ʦʰyːn˨˩ jɐt̚˨
全日制	ʦʰyːn˨˩ jɐt̚˨ ʦɐi˧
全权	ʦʰyːn˨˩ kʰyːn˨˩
全权代表	ʦʰyːn˨˩ kʰyːn˨˩ tɔːi˨ piːu˧˥
全校师生	ʦʰyːn˨˩ haːu˨ siː˥ sɐŋ˥
全校師生	tsʰyːn˨˩ haːu˨ siː˥ sɐŋ˥
全權	tsʰyːn˨˩ kʰyːn˨˩
全權代表	tsʰyːn˨˩ kʰyːn˨˩ tɔːi˨ piːu˧˥
全民	ʦʰyːn˨˩ mɐn˨˩
全然	ʦʰyːn˨˩ iːn˨˩
全然不同	ʦʰyːn˨˩ iːn˨˩ pɐt̚˥ tʰʊŋ˨˩
全然不知	ʦʰyːn˨˩ iːn˨˩ pɐt̚˥ ʦiː˥
全球	ʦʰyːn˨˩ kʰɐu˨˩
全球化	ʦʰyːn˨˩ kʰɐu˨˩ faː˧
全球性	ʦʰyːn˨˩ kʰɐu˨˩ sɪŋ˧
全盘	ʦʰyːn˨˩ pʰuːn˨˩
全盘接受	ʦʰyːn˨˩ pʰuːn˨˩ ʦiːp̚˧ sɐu˨
全盛	ʦʰyːn˨˩ sɪŋ˨
全盤	tsʰyːn˨˩ pʰuːn˨˩
全盤接受	tsʰyːn˨˩ pʰuːn˨˩ tsiːp̚˧ sɐu˨
全神貫注	tsʰyːn˨˩ sɐn˨˩ kuːn˧ tsyː˧
全神贯注	ʦʰyːn˨˩ sɐn˨˩ kuːn˧ ʦyː˧
全称	ʦʰyːn˨˩ ʦʰɪŋ˥
全程	ʦʰyːn˨˩ ʦʰɪŋ˨˩
全稱	tsʰyːn˨˩ tsʰɪŋ˥
全線	tsʰyːn˨˩ siːn˧
全线	ʦʰyːn˨˩ siːn˧
全职	ʦʰyːn˨˩ ʦɪk̚˥
全職	tsʰyːn˨˩ tsɪk̚˥
全胜	ʦʰyːn˨˩ sɪŋ˧
全能	ʦʰyːn˨˩ nɐŋ˨˩
全身	ʦʰyːn˨˩ sɐn˥
全身上下	ʦʰyːn˨˩ sɐn˥ sœːŋ˨ haː˨
全身而退	ʦʰyːn˨˩ sɐn˥ iː˨˩ tʰɵy˧
全軍覆沒	tsʰyːn˨˩ kʷɐn˥ fʊk̚˥ muːt̚˨
全速	ʦʰyːn˨˩ ʦʰʊk̚˥
全速前进	ʦʰyːn˨˩ ʦʰʊk̚˥ ʦʰiːn˨˩ ʦɵn˧
全速前進	tsʰyːn˨˩ tsʰʊk̚˥ tsʰiːn˨˩ tsɵn˧
全部	ʦʰyːn˨˩ pou˨
全開	tsʰyːn˨˩ hɔːi˥
全集	ʦʰyːn˨˩ ʦaːp̚˨
全靠	ʦʰyːn˨˩ kʰaːu˧
全面	ʦʰyːn˨˩ miːn˨
全音	ʦʰyːn˨˩ jɐm˥
全音符	ʦʰyːn˨˩ jɐm˥ fuː˨˩
全额	ʦʰyːn˨˩ ŋaːk̚˨
全體大譁	tsʰyːn˨˩ tʰɐi˧˥ taːi˨ waː˥
全體師生	tsʰyːn˨˩ tʰɐi˧˥ siː˥ sɐŋ˥
兩	lœːŋ˩˧
兩仔爺	lœːŋ˩˧ tsɐi˧˥ jɛː˨˩
兩份	lœːŋ˩˧ fɐn˧˥
兩便	lœːŋ˩˧ piːn˨
兩個字	lœːŋ˩˧ kɔː˧ tsiː˨
兩倍	lœːŋ˩˧ pʰuːi˩˧
兩兄妹	lœːŋ˩˧ hɪŋ˥ muːi˨
兩全其美	lœːŋ˩˧ tsʰyːn˨˩ kʰei˨˩ mei˩˧
兩公婆	lœːŋ˩˧ kʊŋ˥ pʰɔː˨˩
兩姊妹	lœːŋ˩˧ tsiː˧˥ muːi˧˥
兩害相權取其輕	lœːŋ˩˧ hɔːi˨ sœːŋ˥ kʰyːn˨˩ tsʰɵy˧˥ kʰei˨˩ hɪŋ˥
兩小無猜	lœːŋ˩˧ siːu˧˥ mou˨˩ tsʰaːi˥
兩度散手	lœːŋ˩˧ tou˨ saːn˧˥ sɐu˧˥
兩性	lœːŋ˩˧ sɪŋ˧
兩手空空	lœːŋ˩˧ sɐu˧˥ hʊŋ˥ hʊŋ˥
兩摳	lœːŋ˩˧ kʰɐu˥
兩敗俱傷	lœːŋ˩˧ paːi˨ kʰɵy˥ sœːŋ˥
兩方面	lœːŋ˩˧ fɔːŋ˥ miːn˨
兩棲	lœːŋ˩˧ tsʰɐi˥
兩棲作戰	lœːŋ˩˧ tsʰɐi˥ tsɔːk̚˧ tsiːn˧
兩棲動物	lœːŋ˩˧ tsʰɐi˥ tʊŋ˨ mɐt̚˨
兩棲登陸	lœːŋ˩˧ tsʰɐi˥ tɐŋ˥ lʊk̚˨
兩棲部隊	lœːŋ˩˧ tsʰɐi˥ pou˨ tɵy˨
兩棲類	lœːŋ˩˧ tsʰɐi˥ lɵy˨
兩極	lœːŋ˩˧ kɪk̚˨
兩極化	lœːŋ˩˧ kɪk̚˨ faː˧
兩極管	lœːŋ˩˧ kɪk̚˨ kuːn˧˥
兩毫半	lœːŋ˩˧ hou˨˩ puːn˧
兩睇	lœːŋ˩˧ tʰɐi˧˥
兩粵	lœːŋ˩˧ jyːt̚˨
兩老	lœːŋ˩˧ lou˩˧
兩者	lœːŋ˩˧ tsɛː˧˥
兩者缺一不可	lœːŋ˩˧ tsɛː˧˥ kʰyːt̚˧ jɐt̚˥ pɐt̚˥ hɔː˧˥
兩腳一伸	lœːŋ˩˧ kœːk̚˧ jɐt̚˥ sɐn˥
兩虎相鬥	lœːŋ˩˧ fuː˧˥ sœːŋ˥ tɐu˧
兩虎相鬥必有一傷	lœːŋ˩˧ fuː˧˥ sœːŋ˥ tɐu˧ piːt̚˥ jɐu˩˧ jɐt̚˥ sœːŋ˥
兩袖清風	lœːŋ˩˧ tsɐu˨ tsʰɪŋ˥ fʊŋ˥
兩訖	lœːŋ˩˧ kɐt̚˥
兩造	lœːŋ˩˧ tsʰou˧
兩邊倒	lœːŋ˩˧ piːn˥ tou˧˥
兩院	lœːŋ˩˧ jyːn˨
兩院制	lœːŋ˩˧ jyːn˨ tsɐi˧
兩面	lœːŋ˩˧ miːn˨
兩頭蛇	lœːŋ˩˧ tʰɐu˨˩ sɛː˨˩
兩點	lœːŋ˩˧ tiːm˧˥
兩點鐘	lœːŋ˩˧ tiːm˧˥ tsʊŋ˥
兪	jyː˨
八	paːt̚˧
八个字	paːt̚˧ kɔː˧ ʦiː˨
八九不离十	paːt̚˧ kɐu˧˥ pɐt̚˥ lei˨˩ sɐp̚˨
八九不離十	paːt̚˧ kɐu˧˥ pɐt̚˥ lei˨˩ sɐp̚˨
八仙	paːt̚˧ siːn˥
八仙台	paːt̚˧ siːn˥ tʰɔːi˧˥
八仙枱	paːt̚˧ siːn˥ tʰɔːi˧˥
八仙檯	paːt̚˧ siːn˥ tʰɔːi˧˥
八仙过海	paːt̚˧ siːn˥ kʷɔː˧ hɔːi˧˥
八仙過海	paːt̚˧ siːn˥ kʷɔː˧ hɔːi˧˥
八個字	paːt̚˧ kɔː˧ tsiː˨
八十	paːt̚˧ sɐp̚˨
八卦	paːt̚˧ kʷaː˧
八卦妹	paːt̚˧ kʷaː˧ muːi˥
八卦婆	paːt̚˧ kʷaː˧ pʰɔː˧˥
八国联军	paːt̚˧ kʷɔːk̚˧ lyːn˨˩ kʷɐn˥
八國聯軍	paːt̚˧ kʷɔːk̚˧ lyːn˨˩ kʷɐn˥
八妹	paːt̚˧ muːi˥
八婆	paːt̚˧ pʰɔː˨˩
八字	paːt̚˧ ʦiː˨
八字唔合	paːt̚˧ tsiː˨ m̩˨˩ kaːp̚˧
八字唔夹	paːt̚˧ tsiː˨ m̩˨˩ kaːp̚˧
八字唔夾	paːt̚˧ tsiː˨ m̩˨˩ kaːp̚˧
八宝	paːt̚˧ pou˧˥
八宝粥	paːt̚˧ pou˧˥ ʦʊk̚˥
八宝饭	paːt̚˧ pou˧˥ faːn˨
八寶	paːt̚˧ pou˧˥
八寶粥	paːt̚˧ pou˧˥ tsʊk̚˥
八寶飯	paːt̚˧ pou˧˥ faːn˨
八年级	paːt̚˧ niːn˨˩ kʰɐp̚˥
八张几	paːt̚˧ ʦœːŋ˥ kei˧˥
八張幾	paːt̚˧ tsœːŋ˥ kei˧˥
八成	paːt̚˧ sɪŋ˨˩
八月	paːt̚˧ jyːt̚˨
八月份	paːt̚˧ jyːt̚˨ fɐn˨
八点	paːt̚˧ tiːm˧˥
八点钟	paːt̚˧ tiːm˧˥ ʦʊŋ˥
八爪魚	paːt̚˧ tsaːu˧˥ jyː˨˩
八爪鱼	paːt̚˧ ʦaːu˧˥ jyː˨˩
八級	paːt̚˧ kʰɐp̚˥
八级	paːt̚˧ kʰɐp̚˥
八股	paːt̚˧ kuː˧˥
八股文	paːt̚˧ kuː˧˥ mɐn˨˩
八角	paːt̚˧ kɔːk̚˧
八角形	paːt̚˧ kɔːk̚˧ jɪŋ˨˩
八路军	paːt̚˧ lou˨ kʷɐn˥
八路軍	paːt̚˧ lou˨ kʷɐn˥
八面玲珑	paːt̚˧ miːn˨ lɪŋ˨˩ lʊŋ˨˩
八面玲瓏	paːt̚˧ miːn˨ lɪŋ˨˩ lʊŋ˨˩
八點	paːt̚˧ tiːm˧˥
八點鐘	paːt̚˧ tiːm˧˥ tsʊŋ˥
公	kʊŋ˥
公主	kʊŋ˥ ʦyː˧˥
公事	kʊŋ˥ siː˨
公事公办	kʊŋ˥ siː˨ kʊŋ˥ paːn˨
公事公辦	kʊŋ˥ siː˨ kʊŋ˥ paːn˨
公事包	kʊŋ˥ siː˨ paːu˥
公事喼	kʊŋ˥ siː˨ kiːp̚˥
公产	kʊŋ˥ ʦʰaːn˧˥
公亩	kʊŋ˥ mɐu˩˧
公仆	kʊŋ˥ pʊk̚˨
公仔	kʊŋ˥ ʦɐi˧˥
公仔书	kʊŋ˥ ʦɐi˧˥ syː˥
公仔戏	kʊŋ˥ tsɐi˧˥ hei˧
公仔戲	kʊŋ˥ tsɐi˧˥ hei˧
公仔書	kʊŋ˥ tsɐi˧˥ syː˥
公仔面	kʊŋ˥ ʦɐi˧˥ miːn˨
公仔麪	kʊŋ˥ tsɐi˧˥ miːn˨
公仔麵	kʊŋ˥ tsɐi˧˥ miːn˨
公休日	kʊŋ˥ jɐu˥ jɐt̚˨
公众	kʊŋ˥ ʦʊŋ˧
公众场所	kʊŋ˥ ʦʊŋ˧ ʦʰœːŋ˨˩ sɔː˧˥
公佈	kʊŋ˥ pou˧
公佈欄	kʊŋ˥ pou˧ laːn˨˩
公使	kʊŋ˥ siː˧
公信力	kʊŋ˥ sɵn˧ lɪk̚˨
公债	kʊŋ˥ ʦaːi˧
